Year Reported to CDP,Account Number,Organization,City,Country,CDP Region,Reporting Authority,Access,First Time Discloser,Population,Population Year,City Location,Last update
2019,54529,City of Leicester,Leicester,United Kingdom of Great Britain and Northern Ireland,Europe,CDP Cities,public,No,353540,2017,POINT (-1.1333 52.6333),2020-06-25T04:52:51.327
2019,60369,Alcaldía Municipal de Armenia,,Colombia,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,No,,0,,2020-06-25T04:52:51.327
2019,832097,Município de Lagos,,Portugal,Europe,CDP Cities,public,Yes,30442,2018,,2020-06-25T04:52:51.327
2019,43917,Sofia Municipality,Sofia,Bulgaria,Europe,CDP Cities,public,No,1479902,2019,POINT (23.3219 42.6977),2020-06-25T04:52:51.327
2019,70005,Tauragė,Taurage,Lithuania,Europe,"CDP Cities,Union of the Baltic Cities",public,No,38500,2019,POINT (22.2897 55.2522),2020-06-25T04:52:51.327
2019,60414,Municipalidad Venado Tuerto,,Argentina,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,Yes,76432,2010,,2020-06-25T04:52:51.327
2019,35475,City of Calgary,Calgary,Canada,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,1267344,2018,POINT (-114.071 51.0486),2020-06-25T04:52:51.327
2019,60271,Prefeitura de Bertioga,Bertioga,Brazil,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,No,,0,POINT (-46.0599 -23.8081),2020-06-25T04:52:51.327
2019,50579,City of Winnipeg,Winnipeg,Canada,North America,CDP Cities,public,No,691800,2011,POINT (-97.1375 49.8997),2020-06-25T04:52:51.327
2019,50385,Prefeitura de Campo Grande,Campo Grande,Brazil,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,,0,POINT (-37.7142 -7.10801),2020-06-25T04:52:51.327
2019,54293,People's Government of Guangzhou Municipality,Guangzhou,China,East Asia,"C40,CDP Cities,ICLEI - Local Governments for Sustainability",non public,No,,0,POINT (113.264 23.1291),2020-06-25T04:52:51.327
2019,35860,City of Dallas,Dallas,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,1345047,2018,POINT (-96.8004 32.7801),2020-06-25T04:52:51.327
2019,59678,"City of Evanston, IL",Evanston,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,,0,POINT (-87.6898 42.0669),2020-06-25T04:52:51.327
2019,50394,Prefeitura Municipal de João Pessoa,João Pessoa,Brazil,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,723515,2010,POINT (-34.8639 -7.16882),2020-06-25T04:52:51.327
2019,840601,Ayuntamiento de San Miguel de Allende,,Mexico,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,,0,,2020-06-25T04:52:51.327
2019,31117,City of Toronto,Toronto,Canada,North America,"C40,CDP Cities",public,No,,0,POINT (-79.3832 43.6532),2020-06-25T04:52:51.327
2019,73668,Malabrigo,,Argentina,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,Yes,7339,2010,,2020-06-25T04:52:51.327
2019,60391,Municipalidad de San Borja,San Borja,Peru,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,No,113540,2019,POINT (-12.1078 -76.9989),2020-06-25T04:52:51.327
2019,59681,"Town of East Hampton, NY",,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,Yes,21457,2010,,2020-06-25T04:52:51.327
2019,46514,City of Porto,Porto,Portugal,Europe,CDP Cities,public,No,237591,2011,POINT (-8.6291 41.1579),2020-06-25T04:52:51.327
2019,50387,Prefeitura de Guarulhos,Guarulhos,Brazil,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,,0,POINT (-46.5338 -23.4542),2020-06-25T04:52:51.327
2019,54337,Greater Amman Municipality,Amman,Jordan,Middle East,"C40,CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,No,4000000,2019,POINT (35.9284 31.9454),2020-06-25T04:52:51.327
2019,74573,"Snoqualmie, WA",Snoqualmie,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,13670,2019,POINT (-121.844 47.53),2020-06-25T04:52:51.327
2019,840529,Ayuntamiento de Victoria (Tamaulipas),,Mexico,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,,0,,2020-06-25T04:52:51.327
2019,55466,Milton Keynes Council,Central Milton Keynes,United Kingdom of Great Britain and Northern Ireland,Europe,CDP Cities,non public,Yes,,0,,2020-06-25T04:52:51.327
2019,60409,Municipalidad Provincial de Callao,,Peru,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,994494,217,,2020-06-25T04:52:51.327
2019,50559,"City of St Catharines, ON",St Catharines,Canada,North America,CDP Cities,public,No,131400,2014,POINT (-79.2469 43.1594),2020-06-25T04:52:51.327
2019,55419,City of Miramar,Miramar,United States of America,North America,CDP Cities,public,No,134037,2016,POINT (-80.3036 25.9861),2020-06-25T04:52:51.327
2019,834251,Municipality of Coronel Dominguez,,Argentina,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,Yes,1231,2014,,2020-06-25T04:52:51.327
2019,60320,Prefeitura de Presidente Prudente,Presidente Prudente,Brazil,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,226,2017,POINT (-51.3856 -22.1276),2020-06-25T04:52:51.327
2019,54488,Trondheim Municipality,Trondheim,Norway,Europe,CDP Cities,public,No,,0,POINT (10.395 63.4305),2020-06-25T04:52:51.327
2019,839965,Dolores,Dolores,Argentina,Latin America,CDP Cities,public,Yes,27042,2010,,2020-06-25T04:52:51.327
2019,31115,City of Johannesburg,Johannesburg,South Africa,Africa,"C40,CDP Cities,ICLEI - Local Governments for Sustainability",public,No,5000000,2017,POINT (28.0473 -26.2041),2020-06-25T04:52:51.327
2019,54290,Qingdao Municipal Government,Qingdao,China,East Asia,"C40,CDP Cities",non public,No,9394800,2018,POINT (120.356 36.1105),2020-06-25T04:52:51.327
2019,55615,"City of Winter Park, FL",,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",non public,Yes,30838,2017,,2020-06-25T04:52:51.327
2019,60318,Prefeitura de Porto Velho,Porto Velho,Brazil,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,,0,POINT (-40.3776 -20.3338),2020-06-25T04:52:51.327
2019,55381,Prefeitura Municipal de Paulínia,,Brazil,Latin America,CDP Cities,non public,Yes,82146,2010,,2020-06-25T04:52:51.327
2019,36242,Comune di Aosta,Aosta,Italy,Europe,CDP Cities,non public,Yes,34082,2018,,2020-06-25T04:52:51.327
2019,36041,Municipality of Belém,Belém,Brazil,Latin America,CDP Cities,public,No,1393399,2010,POINT (28.3111 -28.2423),2020-06-25T04:52:51.327
2019,834287,Municipality of Terra Nova do Norte,,Brazil,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,10500,2018,,2020-06-25T04:52:51.327
2019,74386,Gangtok,,India,South and West Asia,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,100286,2011,,2020-06-25T04:52:51.327
2019,35907,Bangalore,Bangalore,India,South and West Asia,"C40,CDP Cities",public,No,13000000,2019,POINT (77.5946 12.9716),2020-06-25T04:52:51.327
2019,54402,City of Lahti,Lahti,Finland,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability,Union of the Baltic Cities",public,No,120028,2019,POINT (25.65 60.9833),2020-06-25T04:52:51.327
2019,826103,Ayuntamiento de Casimiro Castillo,Casimiro Castillo,Mexico,Latin America,CDP Cities,non public,No,21475,2010,POINT (-104.436 19.6031),2020-06-25T04:52:51.327
2019,50378,Municipalidad de San José,San José,Costa Rica,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,No,342188,2017,POINT (9.9326 -84.0796),2020-06-25T04:52:51.327
2019,58511,"City of Richmond, CA","Richmond, CA",United States of America,North America,CDP Cities,public,No,110146,2018,POINT (-122.348 37.9358),2020-06-25T04:52:51.327
2019,839667,Municipio de Guanagazapa,,Guatemala,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,,0,,2020-06-25T04:52:51.327
2019,60114,City of Gdynia,Gdynia,Poland,Europe,"CDP Cities,Union of the Baltic Cities",public,No,246309,2018,POINT (18.5305 54.5189),2020-06-25T04:52:51.327
2019,36501,Comune di Prato,Prato,Italy,Europe,CDP Cities,public,Yes,194323,2019,,2020-06-25T04:52:51.327
2019,50543,Halifax Regional Municipality,Halifax,Canada,North America,CDP Cities,public,No,441400,2016,POINT (-63.5714 44.6478),2020-06-25T04:52:51.327
2019,831152,Municipio de San Pedro de Urabá,San Pedro de Urabá,Colombia,Latin America,CDP Cities,public,No,,0,POINT (8.34552 -76.3414),2020-06-25T04:52:51.327
2019,826182,Ayuntamiento de Tonalá,,Mexico,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,477117,2010,,2020-06-25T04:52:51.327
2019,60284,Prefeitura de Angra dos Reis,Angra dos Reis,Brazil,Latin America,CDP Cities,public,No,,0,POINT (-44.2442 -22.9983),2020-06-25T04:52:51.327
2019,50565,City of Toledo,Toledo,United States of America,North America,CDP Cities,public,No,287208,2010,POINT (-83.5552 41.6639),2020-06-25T04:52:51.327
2019,50395,Prefeitura de São Luís,São Luís,Brazil,Latin America,CDP Cities,public,No,,0,POINT (-38.057 -6.5344),2020-06-25T04:52:51.327
2019,43930,The Hague,The Hague,Netherlands,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,,0,POINT (4.3007 52.0705),2020-06-25T04:52:51.327
2019,60218,Municipality of Karlskrona,Karlskrona,Sweden,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability,Union of the Baltic Cities,WWF",public,No,66675,2018,POINT (15.5866 56.1616),2020-06-25T04:52:51.327
2019,42388,Intendencia de Montevideo,Montevideo,Uruguay,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,,0,POINT (-58.2987 -34.7112),2020-06-25T04:52:51.327
2019,49360,City of Tshwane,Pretoria - Tshwane,South Africa,Africa,"C40,CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,No,,0,POINT (28.1881 -25.7461),2020-06-25T04:52:51.327
2019,31111,Tokyo Metropolitan Government,Tokyo,Japan,East Asia,"C40,CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,No,13857443,2019,POINT (139.41 35.41),2020-06-25T04:52:51.327
2019,35904,Kolkata Metropolitan Area,Kolkata,India,South and West Asia,"C40,CDP Cities,ICLEI - Local Governments for Sustainability",public,No,15892788,2011,POINT (88.3639 22.5726),2020-06-25T04:52:51.327
2019,59160,Ville de Nyon,Nyon,Switzerland,Europe,CDP Cities,public,No,,0,POINT (6.23478 46.3833),2020-06-25T04:52:51.327
2019,59535,"Town of Vail, CO",Vail,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,No,,0,POINT (-106.374 39.6403),2020-06-25T04:52:51.327
2019,74453,"City of Highland Park, IL",,United States of America,North America,CDP Cities,public,Yes,,0,,2020-06-25T04:52:51.327
2019,840927,Prefeitura de São Cristóvão,,Brazil,Latin America,CDP Cities,public,Yes,,0,,2020-06-25T04:52:51.327
2019,54108,City of Durham,"Durham, NC",United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,271616,2018,POINT (-78.8986 35.994),2020-06-25T04:52:51.327
2019,831823,Comune di Massa Marittima,Massa Marittima,Italy,Europe,CDP Cities,public,No,8303,2017,POINT (10.8939 43.05),2020-06-25T04:52:51.327
2019,68290,Wyndham City Council,,Australia,Southeast Asia and Oceania,"CDP Cities,ICLEI - Local Governments for Sustainability",public,Yes,255322,2018,,2020-06-25T04:52:51.327
2019,60292,Prefeitura de Jahu,Jahu,Brazil,Latin America,CDP Cities,public,No,,0,POINT (-48.5755 -22.3028),2020-06-25T04:52:51.327
2019,74423,"City of Key West, FL",Key West,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,No,,0,POINT (24.5551 81.78),2020-06-25T04:52:51.327
2019,50386,Prefeitura de Cuiabá,Cuiabá,Brazil,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,,0,POINT (-52.2663 -15.882),2020-06-25T04:52:51.327
2019,69840,Município de Itacoatiara,,Brazil,Latin America,CDP Cities,public,Yes,86839,2010,,2020-06-25T04:52:51.327
2019,840161,Municipality of Del Carmen,Del Carmen,Philippines,Southeast Asia and Oceania,"CDP Cities,ICLEI - Local Governments for Sustainability",public,Yes,,0,POINT (125.97 9.869),2020-06-25T04:52:51.327
2019,43909,City of Orlando,Orlando,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,No,280258,2018,POINT (-81.3792 28.5383),2020-06-25T04:52:51.327
2019,31181,City of Philadelphia,Philadelphia,United States of America,North America,"C40,CDP Cities,ICLEI - Local Governments for Sustainability",public,No,1555072,2015,POINT (-75.1638 39.9523),2020-06-25T04:52:51.327
2019,58482,Ville de Laval,Laval,Canada,North America,CDP Cities,public,No,437413,2017,POINT (-73.7126 45.6207),2020-06-25T04:52:51.327
2019,832610,"Orange County, NC",,United States of America,North America,CDP Cities,public,Yes,,0,,2020-06-25T04:52:51.327
2019,14344,"City of Park City, UT",Park City,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,No,8376,2016,POINT (-111.498 40.6461),2020-06-25T04:52:51.327
2019,73725,Guaminí,,Argentina,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,Yes,11826,2010,,2020-06-25T04:52:51.327
2019,69823,Visby,Visby,Sweden,Europe,"CDP Cities,Union of the Baltic Cities",public,No,,0,POINT (18.2948 57.6348),2020-06-25T04:52:51.327
2019,826423,Município de Castelo Branco,Castelo Branco,Portugal,Europe,CDP Cities,non public,No,52703,2017,POINT (-7.49189 39.8239),2020-06-25T04:52:51.327
2019,49359,City of Harare,Harare,Zimbabwe,Africa,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,1836552,2019,POINT (30.9328 -17.8284),2020-06-25T04:52:51.327
2019,834163,Hat Siao Sub-District Municipality,,Thailand,Southeast Asia and Oceania,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,6761,2019,,2020-06-25T04:52:51.327
2019,834280,Municipality of Pérez,,Argentina,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,Yes,29204,2014,,2020-06-25T04:52:51.327
2019,60140,City of Nakuru,Nakuru,Kenya,Africa,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,No,2038945,2019,POINT (36.08 -0.30309),2020-06-25T04:52:51.327
2019,36261,Comune di Bolzano,Bolzano,Italy,Europe,CDP Cities,public,No,107669,2018,POINT (11.3566 46.4997),2020-06-25T04:52:51.327
2019,54493,Kristiansand Municipality,Kristiansand,Norway,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability,Union of the Baltic Cities",public,No,92282,2019,POINT (8.0182 58.1599),2020-06-25T04:52:51.327
2019,31090,District of Columbia,"Washington, DC",United States of America,North America,"C40,CDP Cities,ICLEI - Local Governments for Sustainability",public,No,,0,POINT (-77.0369 38.9072),2020-06-25T04:52:51.327
